id,name,slug,domain,course_id,description,difficulty,value,is_active,created_at
1198,Level 5 Lesson Variables as Score,Level 5 Lesson Variables as Score,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1199,Level 6 Lesson Variables as Score,Level 6 Lesson Variables as Score,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1200,Level 7 Lesson Variables as Score,Level 7 Lesson Variables as Score,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1201,Level 8 Lesson Variables as Score,Level 8 Lesson Variables as Score,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1202,Level 9 Lesson Variables as Score,Level 9 Lesson Variables as Score,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1203,Level 10 Lesson Variables as Score,Level 10 Lesson Variables as Score,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1204,Level 11 Lesson Variables as Score,Level 11 Lesson Variables as Score,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1205,Level 12 Lesson Variables as Score,Level 12 Lesson Variables as Score,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1206,Level 1 Lesson Environment and Players,Level 1 Lesson Environment and Players,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1207,Level 2 Lesson Environment and Players,Level 2 Lesson Environment and Players,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1208,Level 3 Lesson Environment and Players,Level 3 Lesson Environment and Players,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1209,Level 4 Lesson Environment and Players,Level 4 Lesson Environment and Players,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1210,Level 5 Lesson Environment and Players,Level 5 Lesson Environment and Players,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1211,Level 6 Lesson Environment and Players,Level 6 Lesson Environment and Players,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1212,Level 7 Lesson Environment and Players,Level 7 Lesson Environment and Players,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1213,Level 8 Lesson Environment and Players,Level 8 Lesson Environment and Players,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1214,Level 9 Lesson Environment and Players,Level 9 Lesson Environment and Players,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1215,Level 10 Lesson Environment and Players,Level 10 Lesson Environment and Players,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1216,Level 1 Lesson Game Jam Day 1: Create,Level 1 Lesson Game Jam Day 1: Create,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1217,Level 2 Lesson Game Jam Day 1: Create,Level 2 Lesson Game Jam Day 1: Create,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1218,Level 3 Lesson Game Jam Day 1: Create,Level 3 Lesson Game Jam Day 1: Create,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1219,Level 1 Lesson Game Jam Day 2: Play,Level 1 Lesson Game Jam Day 2: Play,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1220,Level 1 Lesson Songwriting,Level 1 Lesson Songwriting,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1221,Level 2 Lesson Songwriting,Level 2 Lesson Songwriting,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1222,Level 1 Lesson Functions in Minecraft,Level 1 Lesson Functions in Minecraft,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1223,Level 2 Lesson Functions in Minecraft,Level 2 Lesson Functions in Minecraft,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1224,Level 3 Lesson Functions in Minecraft,Level 3 Lesson Functions in Minecraft,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1225,Level 4 Lesson Functions in Minecraft,Level 4 Lesson Functions in Minecraft,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1226,Level 5 Lesson Functions in Minecraft,Level 5 Lesson Functions in Minecraft,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1227,Level 6 Lesson Functions in Minecraft,Level 6 Lesson Functions in Minecraft,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1228,Level 7 Lesson Functions in Minecraft,Level 7 Lesson Functions in Minecraft,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1229,Level 8 Lesson Functions in Minecraft,Level 8 Lesson Functions in Minecraft,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1230,Level 9 Lesson Functions in Minecraft,Level 9 Lesson Functions in Minecraft,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1231,Level 10 Lesson Functions in Minecraft,Level 10 Lesson Functions in Minecraft,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1232,Level 11 Lesson Functions in Minecraft,Level 11 Lesson Functions in Minecraft,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1233,Level 12 Lesson Functions in Minecraft,Level 12 Lesson Functions in Minecraft,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1234,Level 13 Lesson Functions in Minecraft,Level 13 Lesson Functions in Minecraft,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1235,Level 14 Lesson Functions in Minecraft,Level 14 Lesson Functions in Minecraft,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1236,Level 15 Lesson Functions in Minecraft,Level 15 Lesson Functions in Minecraft,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1237,Level 16 Lesson Functions in Minecraft,Level 16 Lesson Functions in Minecraft,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1238,Level 1 Lesson Functions with Artist,Level 1 Lesson Functions with Artist,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1239,Level 2 Lesson Functions with Artist,Level 2 Lesson Functions with Artist,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1240,Level 3 Lesson Functions with Artist,Level 3 Lesson Functions with Artist,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1241,Level 4 Lesson Functions with Artist,Level 4 Lesson Functions with Artist,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1242,Level 5 Lesson Functions with Artist,Level 5 Lesson Functions with Artist,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1243,Level 6 Lesson Functions with Artist,Level 6 Lesson Functions with Artist,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1244,Level 7 Lesson Functions with Artist,Level 7 Lesson Functions with Artist,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1245,Level 8 Lesson Functions with Artist,Level 8 Lesson Functions with Artist,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1246,Level 9 Lesson Functions with Artist,Level 9 Lesson Functions with Artist,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1247,Level 10 Lesson Functions with Artist,Level 10 Lesson Functions with Artist,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1248,Level 1 Lesson Conditionals in Minecraft: Voyage Aquatic,Level 1 Lesson Conditionals in Minecraft: Voyage Aquatic,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1249,Level 2 Lesson Conditionals in Minecraft: Voyage Aquatic,Level 2 Lesson Conditionals in Minecraft: Voyage Aquatic,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1250,Level 3 Lesson Conditionals in Minecraft: Voyage Aquatic,Level 3 Lesson Conditionals in Minecraft: Voyage Aquatic,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1251,Level 4 Lesson Conditionals in Minecraft: Voyage Aquatic,Level 4 Lesson Conditionals in Minecraft: Voyage Aquatic,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1252,Level 5 Lesson Conditionals in Minecraft: Voyage Aquatic,Level 5 Lesson Conditionals in Minecraft: Voyage Aquatic,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1253,Level 6 Lesson Conditionals in Minecraft: Voyage Aquatic,Level 6 Lesson Conditionals in Minecraft: Voyage Aquatic,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1254,Level 7 Lesson Conditionals in Minecraft: Voyage Aquatic,Level 7 Lesson Conditionals in Minecraft: Voyage Aquatic,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1255,Level 8 Lesson Conditionals in Minecraft: Voyage Aquatic,Level 8 Lesson Conditionals in Minecraft: Voyage Aquatic,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1256,Level 9 Lesson Conditionals in Minecraft: Voyage Aquatic,Level 9 Lesson Conditionals in Minecraft: Voyage Aquatic,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1257,Level 10 Lesson Conditionals in Minecraft: Voyage Aquatic,Level 10 Lesson Conditionals in Minecraft: Voyage Aquatic,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1258,Level 11 Lesson Conditionals in Minecraft: Voyage Aquatic,Level 11 Lesson Conditionals in Minecraft: Voyage Aquatic,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1259,Level 12 Lesson Conditionals in Minecraft: Voyage Aquatic,Level 12 Lesson Conditionals in Minecraft: Voyage Aquatic,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1260,Level 13 Lesson Conditionals in Minecraft: Voyage Aquatic,Level 13 Lesson Conditionals in Minecraft: Voyage Aquatic,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1261,Level 14 Lesson Conditionals in Minecraft: Voyage Aquatic,Level 14 Lesson Conditionals in Minecraft: Voyage Aquatic,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1262,Level 15 Lesson Conditionals in Minecraft: Voyage Aquatic,Level 15 Lesson Conditionals in Minecraft: Voyage Aquatic,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1263,Level 16 Lesson Conditionals in Minecraft: Voyage Aquatic,Level 16 Lesson Conditionals in Minecraft: Voyage Aquatic,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1264,Level 1 Lesson Conditionals with the Farmer,Level 1 Lesson Conditionals with the Farmer,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1265,Level 2 Lesson Conditionals with the Farmer,Level 2 Lesson Conditionals with the Farmer,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1266,Level 3 Lesson Conditionals with the Farmer,Level 3 Lesson Conditionals with the Farmer,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1267,Level 4 Lesson Conditionals with the Farmer,Level 4 Lesson Conditionals with the Farmer,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1268,Level 5 Lesson Conditionals with the Farmer,Level 5 Lesson Conditionals with the Farmer,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1269,Level 6 Lesson Conditionals with the Farmer,Level 6 Lesson Conditionals with the Farmer,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1270,Level 7 Lesson Conditionals with the Farmer,Level 7 Lesson Conditionals with the Farmer,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1271,Level 8 Lesson Conditionals with the Farmer,Level 8 Lesson Conditionals with the Farmer,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1272,Level 9 Lesson Conditionals with the Farmer,Level 9 Lesson Conditionals with the Farmer,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1273,Level 10 Lesson Conditionals with the Farmer,Level 10 Lesson Conditionals with the Farmer,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1274,Level 11 Lesson Conditionals with the Farmer,Level 11 Lesson Conditionals with the Farmer,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1275,Level 12 Lesson Conditionals with the Farmer,Level 12 Lesson Conditionals with the Farmer,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1276,Level 13 Lesson Conditionals with the Farmer,Level 13 Lesson Conditionals with the Farmer,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1277,Level 14 Lesson Conditionals with the Farmer,Level 14 Lesson Conditionals with the Farmer,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1278,Level 15 Lesson Conditionals with the Farmer,Level 15 Lesson Conditionals with the Farmer,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1279,Level 16 Lesson Conditionals with the Farmer,Level 16 Lesson Conditionals with the Farmer,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1280,Level 1 Lesson Functions with Harvester,Level 1 Lesson Functions with Harvester,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1281,Level 2 Lesson Functions with Harvester,Level 2 Lesson Functions with Harvester,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1282,Level 3 Lesson Functions with Harvester,Level 3 Lesson Functions with Harvester,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1283,Level 4 Lesson Functions with Harvester,Level 4 Lesson Functions with Harvester,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1284,Level 5 Lesson Functions with Harvester,Level 5 Lesson Functions with Harvester,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1285,Level 6 Lesson Functions with Harvester,Level 6 Lesson Functions with Harvester,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1286,Level 7 Lesson Functions with Harvester,Level 7 Lesson Functions with Harvester,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1287,Level 8 Lesson Functions with Harvester,Level 8 Lesson Functions with Harvester,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1288,Level 9 Lesson Functions with Harvester,Level 9 Lesson Functions with Harvester,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1289,Level 10 Lesson Functions with Harvester,Level 10 Lesson Functions with Harvester,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1290,Level 11 Lesson Functions with Harvester,Level 11 Lesson Functions with Harvester,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1291,Level 12 Lesson Functions with Harvester,Level 12 Lesson Functions with Harvester,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1292,Level 13 Lesson Functions with Harvester,Level 13 Lesson Functions with Harvester,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1293,Level 1 Lesson Designing for Accessibility,Level 1 Lesson Designing for Accessibility,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1294,Level 2 Lesson Designing for Accessibility,Level 2 Lesson Designing for Accessibility,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1295,Level 1 Lesson Digital Sharing,Level 1 Lesson Digital Sharing,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1296,Level 2 Lesson Digital Sharing,Level 2 Lesson Digital Sharing,studio.code.org,coursee-2024,No description provided.,hard,0.5,1,2025-03-21 15:53:10
1297,Level 1 Lesson The Power of Words,Level 1 Lesson The Power of Words,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1298,Level 1 Lesson Introducing Sprite Lab,Level 1 Lesson Introducing Sprite Lab,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1299,Level 2 Lesson Introducing Sprite Lab,Level 2 Lesson Introducing Sprite Lab,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1300,Level 1 Lesson Making Sprites,Level 1 Lesson Making Sprites,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1301,Level 2 Lesson Making Sprites,Level 2 Lesson Making Sprites,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1302,Level 3 Lesson Making Sprites,Level 3 Lesson Making Sprites,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1303,Level 4 Lesson Making Sprites,Level 4 Lesson Making Sprites,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1304,Level 5 Lesson Making Sprites,Level 5 Lesson Making Sprites,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1305,Level 6 Lesson Making Sprites,Level 6 Lesson Making Sprites,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1306,Level 7 Lesson Making Sprites,Level 7 Lesson Making Sprites,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1307,Level 8 Lesson Making Sprites,Level 8 Lesson Making Sprites,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1308,Level 9 Lesson Making Sprites,Level 9 Lesson Making Sprites,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1309,Level 1 Lesson Sprites in Action,Level 1 Lesson Sprites in Action,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1310,Level 2 Lesson Sprites in Action,Level 2 Lesson Sprites in Action,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1311,Level 3 Lesson Sprites in Action,Level 3 Lesson Sprites in Action,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1312,Level 4 Lesson Sprites in Action,Level 4 Lesson Sprites in Action,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1313,Level 5 Lesson Sprites in Action,Level 5 Lesson Sprites in Action,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1314,Level 6 Lesson Sprites in Action,Level 6 Lesson Sprites in Action,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1315,Level 7 Lesson Sprites in Action,Level 7 Lesson Sprites in Action,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1316,Level 8 Lesson Sprites in Action,Level 8 Lesson Sprites in Action,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1317,Level 9 Lesson Sprites in Action,Level 9 Lesson Sprites in Action,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1318,Level 1 Lesson Mini-Project: Virtual Pet,Level 1 Lesson Mini-Project: Virtual Pet,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1319,Level 2 Lesson Mini-Project: Virtual Pet,Level 2 Lesson Mini-Project: Virtual Pet,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1320,Level 3 Lesson Mini-Project: Virtual Pet,Level 3 Lesson Mini-Project: Virtual Pet,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1321,Level 4 Lesson Mini-Project: Virtual Pet,Level 4 Lesson Mini-Project: Virtual Pet,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1322,Level 5 Lesson Mini-Project: Virtual Pet,Level 5 Lesson Mini-Project: Virtual Pet,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1323,Level 6 Lesson Mini-Project: Virtual Pet,Level 6 Lesson Mini-Project: Virtual Pet,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1324,Level 7 Lesson Mini-Project: Virtual Pet,Level 7 Lesson Mini-Project: Virtual Pet,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1325,Level 1 Lesson Blank Space Stories,Level 1 Lesson Blank Space Stories,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1326,Level 2 Lesson Blank Space Stories,Level 2 Lesson Blank Space Stories,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1327,Level 1 Lesson Text and Prompts,Level 1 Lesson Text and Prompts,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1328,Level 2 Lesson Text and Prompts,Level 2 Lesson Text and Prompts,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1329,Level 3 Lesson Text and Prompts,Level 3 Lesson Text and Prompts,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1330,Level 4 Lesson Text and Prompts,Level 4 Lesson Text and Prompts,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1331,Level 5 Lesson Text and Prompts,Level 5 Lesson Text and Prompts,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1332,Level 6 Lesson Text and Prompts,Level 6 Lesson Text and Prompts,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1333,Level 7 Lesson Text and Prompts,Level 7 Lesson Text and Prompts,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1334,Level 8 Lesson Text and Prompts,Level 8 Lesson Text and Prompts,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1335,Level 9 Lesson Text and Prompts,Level 9 Lesson Text and Prompts,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1336,Level 1 Lesson Mini-Project: User Input Programs,Level 1 Lesson Mini-Project: User Input Programs,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1337,Level 2 Lesson Mini-Project: User Input Programs,Level 2 Lesson Mini-Project: User Input Programs,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1338,Level 3 Lesson Mini-Project: User Input Programs,Level 3 Lesson Mini-Project: User Input Programs,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1339,Level 4 Lesson Mini-Project: User Input Programs,Level 4 Lesson Mini-Project: User Input Programs,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1340,Level 1 Lesson Lots of Sprites,Level 1 Lesson Lots of Sprites,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1341,Level 2 Lesson Lots of Sprites,Level 2 Lesson Lots of Sprites,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1342,Level 3 Lesson Lots of Sprites,Level 3 Lesson Lots of Sprites,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1343,Level 4 Lesson Lots of Sprites,Level 4 Lesson Lots of Sprites,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1344,Level 5 Lesson Lots of Sprites,Level 5 Lesson Lots of Sprites,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1345,Level 6 Lesson Lots of Sprites,Level 6 Lesson Lots of Sprites,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1346,Level 7 Lesson Lots of Sprites,Level 7 Lesson Lots of Sprites,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1347,Level 8 Lesson Lots of Sprites,Level 8 Lesson Lots of Sprites,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1348,Level 9 Lesson Lots of Sprites,Level 9 Lesson Lots of Sprites,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1349,Level 10 Lesson Lots of Sprites,Level 10 Lesson Lots of Sprites,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1350,Level 1 Lesson Counting with Variables,Level 1 Lesson Counting with Variables,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1351,Level 2 Lesson Counting with Variables,Level 2 Lesson Counting with Variables,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1352,Level 3 Lesson Counting with Variables,Level 3 Lesson Counting with Variables,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1353,Level 4 Lesson Counting with Variables,Level 4 Lesson Counting with Variables,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1354,Level 5 Lesson Counting with Variables,Level 5 Lesson Counting with Variables,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1355,Level 6 Lesson Counting with Variables,Level 6 Lesson Counting with Variables,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1356,Level 7 Lesson Counting with Variables,Level 7 Lesson Counting with Variables,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1357,Level 8 Lesson Counting with Variables,Level 8 Lesson Counting with Variables,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1358,Level 9 Lesson Counting with Variables,Level 9 Lesson Counting with Variables,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1359,Level 10 Lesson Counting with Variables,Level 10 Lesson Counting with Variables,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1360,Level 11 Lesson Counting with Variables,Level 11 Lesson Counting with Variables,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1361,Level 1 Lesson Mini-Project: Collector Game,Level 1 Lesson Mini-Project: Collector Game,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
1362,Level 2 Lesson Mini-Project: Collector Game,Level 2 Lesson Mini-Project: Collector Game,studio.code.org,coursef-2024,No description provided.,easy,0.6,1,2025-03-21 15:53:10
